id_siswa,durasi_klik,waktu_modul,ulang_video,skor_kuis,login_frekuensi,label_churn_kmeans
S-1128,3017.49,85.47,0.0,75.0,4,2
S-1129,798.76,51.12,2.0,100.0,4,2
S-1130,243.9,13.14,0.0,38.41,0,1
S-1131,267.76,11.82,1.0,28.12,0,1
S-1132,3097.67,102.07,4.0,65.24,5,0
S-1133,399.22,13.98,0.0,37.7,2,1
S-1134,184.01,14.05,0.0,35.61,0,1
S-1135,219301.0,14.44,0.0,35.26,1,1
S-1136,390.43,25.25,1.0,31.89,2,1
S-1137,2299.88,111.12,2.0,41.91,5,0
S-1138,1940.54,103.31,6.0,31.21,5,0
S-1139,2725.21,90.79,3.0,42.48,3,0
S-1140,1185.37,47.12,2.0,70.0,3,2
S-1141,3032.95,110.73,3.0,58.92,6,0
S-1142,259.97,16.48,1.0,43.56,0,1
S-1143,3074.74,82.99,3.0,71.2,7,0
S-1144,1400.61,48.67,4.0,84.68,4,2
S-1145,377.5,9.04,0.0,50.43,2,1
S-1146,1542.21,90.99,5.0,57.51,5,0
S-1147,469.55,21.24,0.0,34.84,2,1
S-1148,2914.93,67.89,6.0,73.64,4,0
S-1151,1028.98,31.35,2.0,88.99,5,2
S-1152,2651.76,127.1,4.0,74.42,5,0
S-1153,2820.34,91.1,5.0,42.42,4,0
S-1154,2488.05,78.26,7.0,79.95,7,0
S-1155,1202.6,30.0,2.0,99.24,4,2
S-1156,3450.61,64.8,7.0,52.89,3,0
S-1157,2656.03,89.74,7.0,62.76,5,0
S-1158,779.77,34.53,1.0,88.71,5,2
S-1159,355822.54,23.79,0.0,73.35,2,2
S-1160,1177.23,63.24,0.0,82.7,5,2
S-1161,178.01,27.48,0.0,42.03,1,1
S-1162,2151.93,90.29,3.0,69.38,6,0
S-1163,1074.86,48.61,3.0,94.26,5,2
S-1164,254.16,7.27,0.0,19.26,1,1
S-1165,2750.3,100.0,5.0,74.83,4,0
S-1166,240.23,5.72,0.0,36.7,0,1
S-1167,1055.43,48.59,3.0,100.0,8,2
S-1168,456.67,17.71,0.0,47.72,2,1
S-1169,1924934.76,127.03,5.0,37.79,6,0
S-1170,760.41,55.58,2.0,97.47,4,2
S-1171,567.78,53.49,0.0,83.6,3,2
S-1172,3225.92,117.9,9.0,81.76,6,0
S-1173,1078.35,48.2,3.0,91.24,5,2
S-1174,432.36,11.25,0.0,39.37,0,1
S-1175,932.01,49.93,1.0,90.22,4,2
S-1176,1158.57,52.01,0.0,77.36,3,2
S-1177,3645.55,94.99,9.0,70.86,6,0
S-1178,1401.31,58.8,1.0,97.35,5,2
S-1179,429.93,13.85,0.0,60.7,1,1
S-1180,3079.07,130.48,4.0,42.15,5,0
S-1181,1191.84,33.82,1.0,80.05,4,2
S-1182,352.8,14.3,1.0,53.82,2,1
S-1183,2815.46,97.92,8.0,68.44,3,0
S-1185,2111803.28,75.38,7.0,85.89,5,0
S-1186,451.51,14.5,1.0,41.28,1,1
S-1187,950.97,30.0,2.0,81.89,4,2
S-1188,1251858.9,48.06,1.0,83.68,3,2
S-1189,528.46,10.87,0.0,33.62,2,1
S-1190,2536.38,129.6,2.0,48.24,5,0
S-1191,951.77,37.12,1.0,85.3,4,2
S-1192,2240.4,89.29,4.0,90.14,6,0
S-1193,1584.12,65.43,3.0,100.0,6,2
S-1194,1300.63,36.81,1.0,72.41,3,2
S-1195,326.51,17.29,0.0,55.48,0,1
S-1196,316.76,12.21,1.0,28.64,3,1
S-1197,3447.99,111.87,7.0,48.84,5,0
S-1198,2880.52,103.96,5.0,74.74,5,0
S-1199,2853.14,76.96,5.0,47.76,6,0
S-1200,1645.18,48.23,0.0,83.31,4,2
S-1201,3292.05,76.08,7.0,70.8,4,0
S-1202,3147.13,90.23,0.0,72.59,2,2
S-1203,2680.67,64.26,6.0,89.16,5,0
S-1204,1283.71,40.68,2.0,98.14,3,2
S-1205,2230.71,105.34,7.0,64.24,4,0
S-1206,332.22,17.0,1.0,44.91,0,1
S-1207,301.77,12.82,0.0,30.81,1,1
S-1208,1376670.48,62.28,0.0,100.0,5,2
S-1209,531.36,58.81,2.0,100.0,4,2
S-1210,1420.41,33.65,0.0,92.7,5,2
S-1211,1322227.69,31.2,0.0,100.0,5,2
S-1212,1087.06,40.49,1.0,90.32,4,2
S-1213,919221.83,45.79,0.0,83.13,3,2
S-1214,1256.5,94.27,7.0,73.89,5,0
S-1215,3325.7,103.33,6.0,73.68,5,0
S-1216,352.67,14.68,1.0,56.54,1,1
S-1217,338.72,21.9,1.0,42.06,2,1
S-1218,1031.17,46.73,2.0,89.29,6,2
S-1219,939.02,45.41,1.0,85.27,5,2
S-1220,3117655.74,128.07,5.0,51.45,5,0
S-1221,2210.82,59.47,5.0,73.59,6,0
S-1222,1129.12,44.07,2.0,83.26,4,2
S-1223,1485.09,44.23,0.0,74.56,2,2
S-1225,1774.17,93.8,6.0,74.31,4,0
S-1226,1336.3,44.4,3.0,100.0,3,2
S-1227,229.11,18.13,1.0,58.37,1,1
S-1228,1662.05,96.24,2.0,67.6,5,0
S-1229,1036.28,53.11,0.0,95.47,5,2
S-1230,1256.29,47.8,0.0,96.79,3,2
S-1232,1241.5,54.34,1.0,83.47,4,2
S-1233,2379.97,134.02,6.0,78.71,7,0
S-1234,3030.01,86.4,6.0,58.85,5,0
S-1235,2512.73,73.68,5.0,42.86,6,0
S-1236,2415.33,102.59,5.0,56.56,5,0
S-1237,2043.37,90.58,3.0,37.56,4,0
S-1238,318.96,24.88,1.0,35.18,2,1
S-1239,557.54,44.58,2.0,93.13,4,2
S-1240,1437.94,32.54,1.0,93.13,4,2
S-1242,3311.7,72.13,3.0,41.59,6,0
S-1243,242.75,13.74,2.0,64.86,1,1
S-1244,1391436.53,47.12,0.0,86.61,5,2
S-1245,305.12,5.0,0.0,34.25,1,1
S-1247,3138.88,98.41,4.0,74.12,5,0
S-1248,246101.18,10.68,0.0,58.04,1,1
S-1249,217.61,15.63,0.0,10.0,2,1
S-1250,311.85,16.43,0.0,17.66,1,1
S-1251,808.57,64.64,0.0,93.49,2,2
S-1252,3551.2,131.66,5.0,60.19,6,0
S-1253,380.85,15.17,0.0,59.76,2,1
S-1254,305.56,9.12,1.0,44.69,0,1
S-1255,136.17,13.5,1.0,33.61,1,1
S-1256,2300.65,111.67,4.0,59.95,5,0
S-1257,3338.74,111.49,8.0,60.25,7,0
S-1258,1515.76,41.6,1.0,96.69,4,2
S-1259,797.82,31.86,0.0,77.72,4,2
S-1260,372.41,10.61,0.0,23.61,2,1
S-1261,2425.02,95.93,3.0,53.81,4,0
S-1262,241.2,7.41,1.0,26.93,2,1
S-1263,255.49,18.5,0.0,45.43,1,1
S-1264,1263.93,42.98,1.0,97.72,4,2
S-1265,1186.62,52.17,1.0,82.84,3,2
S-1266,321.27,6.87,0.0,58.93,1,1
S-1267,257.35,14.43,1.0,23.75,1,1
S-1268,2396.45,69.53,4.0,41.88,4,0
S-1269,2860.37,81.9,5.0,59.19,3,0
S-1270,1827.72,61.06,4.0,42.84,4,0
S-1271,2716.75,103.26,6.0,80.79,5,0
S-1272,3130632.92,109.45,5.0,74.82,6,0
S-1273,2332.0,73.82,3.0,53.2,3,0
S-1274,393.62,10.06,1.0,57.58,1,1
S-1275,1317.72,44.24,0.0,93.23,5,2
S-1276,666378.75,39.36,0.0,82.5,3,2
S-1277,886.1,36.25,2.0,97.75,5,2
S-1278,1119.31,54.08,1.0,93.77,5,2
S-1279,725.71,36.12,2.0,87.21,4,2
S-1280,465452.95,18.87,1.0,29.57,3,1
S-1281,431.32,14.72,0.0,45.71,2,1
S-1282,2070.09,114.36,6.0,55.89,4,0
S-1283,299.39,13.54,1.0,39.52,3,1
S-1284,963.92,43.7,1.0,94.38,5,2
S-1285,254.09,19.78,1.0,42.4,1,1
S-1286,2224.57,59.24,3.0,47.06,5,0
S-1287,2407.72,120.34,9.0,62.46,7,0
S-1288,2409.07,77.97,4.0,85.37,4,0
S-1289,314.17,12.53,1.0,25.78,2,1
S-1290,3724.55,81.02,3.0,75.35,6,0
S-1291,351.82,15.71,1.0,45.05,2,1
S-1292,2383.56,79.69,3.0,65.28,4,0
S-1293,434.11,8.52,1.0,31.24,1,1
S-1294,50.0,15.9,1.0,36.32,2,1
S-1295,2352.26,77.28,4.0,79.08,5,0
S-1296,229.51,22.1,0.0,52.79,2,1
S-1297,297995.74,19.44,0.0,31.16,0,1
S-1298,1549.45,31.13,1.0,84.87,4,2
S-1299,3181.93,96.59,8.0,83.55,4,0
S-1300,237.63,20.46,1.0,34.32,1,1
S-1301,284.09,15.13,0.0,46.38,1,1
S-1302,2461.33,146.19,4.0,69.68,4,0
S-1303,1237.33,56.0,2.0,86.27,3,2
S-1304,1222.73,48.03,0.0,100.0,4,2
S-1305,2821.83,88.77,10.0,70.66,6,0
S-1306,89.37,12.3,0.0,65.4,2,1
S-1307,2784.74,112.02,6.0,68.1,5,0
S-1308,2101.39,91.2,4.0,58.38,7,0
S-1310,70.52,9.62,1.0,36.06,1,1
S-1311,306.67,15.73,1.0,67.03,1,1
S-1312,120679.2,19.96,0.0,37.91,0,1
S-1313,393.21,17.72,0.0,57.77,0,1
S-1314,323.53,21.17,0.0,34.18,1,1
S-1315,855.37,39.39,0.0,91.82,4,2
S-1316,2761298.93,117.82,4.0,65.96,6,0
S-1317,382977.57,18.56,0.0,35.37,1,1
S-1318,3808261.05,89.87,6.0,73.23,4,0
S-1319,2170.94,96.42,5.0,53.83,7,0
S-1320,2607.07,99.1,5.0,78.79,4,0
S-1321,1326.89,53.62,0.0,77.04,4,2
S-1323,2481195.52,110.71,2.0,57.99,5,0
S-1324,2054.28,83.89,6.0,62.91,5,0
S-1325,430.51,18.15,0.0,10.0,1,1
S-1326,2196.44,100.37,5.0,72.23,5,0
S-1327,962.48,39.74,0.0,100.0,4,2
S-1328,1335650.67,43.1,0.0,84.69,4,2
S-1329,1162.38,69.57,2.0,73.66,3,2
S-1330,270.81,9.64,1.0,54.16,3,1
S-1331,360.41,20.87,0.0,24.44,2,1
S-1332,1887.73,96.64,6.0,35.34,4,0
S-1333,282.5,12.92,1.0,55.68,3,1
S-1334,365.63,11.99,1.0,16.86,2,1
S-1335,1969.81,121.01,5.0,79.76,6,0
S-1336,1515.31,62.37,0.0,85.44,4,2
S-1337,2793.69,81.11,0.0,61.11,4,2
S-1338,2933.76,58.97,2.0,40.34,6,0
S-1339,2282.98,123.51,3.0,85.74,5,0
S-1340,1086.22,62.13,2.0,84.11,3,2
S-1341,880.92,57.25,0.0,90.39,4,2
S-1342,2654728.41,89.5,5.0,100.0,4,0
S-1343,3643.96,87.1,7.0,71.17,6,0
S-1344,522.98,10.2,2.0,10.0,0,1
S-1345,985.27,66.66,0.0,92.59,6,2
S-1347,2583.82,114.16,5.0,76.48,4,0
S-1348,1201.32,50.89,2.0,96.33,2,2
S-1349,170.44,8.03,1.0,40.01,0,1
S-1350,2199.15,67.0,0.0,76.81,3,2
S-1351,309.19,14.86,0.0,37.3,1,1
S-1352,1159074.17,55.73,1.0,100.0,6,2
S-1353,2528.39,55.93,7.0,67.4,3,0
S-1354,247.78,12.38,1.0,44.03,2,1
S-1356,237351.5,24.67,1.0,39.58,2,1
S-1357,2318.79,92.44,6.0,71.77,5,0
S-1358,1235.1,46.82,1.0,100.0,2,2
S-1359,445.72,11.04,1.0,35.68,0,1
S-1360,2986.83,120.28,3.0,97.74,5,0
S-1361,2845.46,68.26,7.0,49.51,5,0
S-1362,2937.84,127.37,4.0,67.07,6,0
S-1363,2806.39,62.97,9.0,52.88,4,0
S-1364,1031.88,36.82,3.0,98.71,5,2
S-1365,2804.4,100.17,4.0,95.24,4,0
S-1366,1411.8,37.77,2.0,86.39,5,2
S-1367,1340.68,54.3,2.0,75.91,5,2
S-1368,2681.16,85.99,6.0,64.46,4,0
S-1369,205.62,7.36,1.0,56.46,0,1
S-1370,2570.82,67.44,2.0,67.99,5,2
S-1371,1303730.1,34.68,0.0,77.99,4,2
S-1372,2441.82,78.24,8.0,66.96,4,0
S-1373,2762.07,77.27,5.0,62.77,6,0
S-1374,373.23,16.36,0.0,15.59,0,1
S-1375,1853.76,58.93,0.0,80.98,4,2
S-1376,1401.83,107.32,5.0,50.51,5,0
S-1377,292.31,23.37,1.0,69.44,0,1
S-1378,234.33,12.76,0.0,22.15,1,1
S-1379,305.51,5.0,0.0,67.08,0,1
S-1380,606.36,39.11,0.0,100.0,5,2
S-1381,155.45,16.63,0.0,33.3,0,1
S-1383,1608.55,44.46,1.0,96.29,4,2
S-1384,2151212.31,93.9,7.0,80.11,5,0
S-1385,2706.78,121.33,8.0,81.0,4,0
S-1386,2349.53,92.43,8.0,60.23,5,0
S-1387,284.86,11.5,1.0,19.33,2,1
S-1388,2230.3,115.78,6.0,54.57,3,0
S-1389,3305.94,82.77,9.0,81.68,4,0
S-1390,1557.49,57.24,0.0,83.81,4,2
S-1391,430.54,5.65,0.0,23.24,1,1
S-1392,221.83,16.45,0.0,48.27,2,1
S-1393,958.24,61.65,1.0,95.39,3,2
S-1394,2865.01,96.04,2.0,81.45,4,2
S-1395,3011.49,95.36,4.0,62.78,4,0
S-1396,333.83,16.91,1.0,29.79,3,1
S-1397,239.87,9.19,0.0,43.63,0,1
S-1398,1092.74,44.76,1.0,85.22,4,2
S-1399,338.2,21.56,1.0,50.57,0,1
S-1400,384.55,8.95,1.0,40.93,1,1
S-1402,3086.05,100.92,7.0,100.0,5,0
S-1403,758.16,42.31,3.0,99.64,4,2
S-1404,2848.49,94.61,4.0,73.04,5,0
S-1405,1447.01,55.43,0.0,89.0,5,2
S-1406,2270.38,90.04,4.0,80.84,7,0
S-1407,984.96,46.19,0.0,92.01,5,2
S-1408,154416.25,8.67,0.0,20.68,1,1
S-1409,2892.59,54.67,5.0,80.68,4,0
S-1410,1504.67,34.39,0.0,100.0,4,2
S-1411,547.57,50.95,0.0,84.05,3,2
S-1412,1025.82,34.64,0.0,96.51,3,2
S-1413,246.05,14.36,0.0,46.01,0,1
S-1414,1234010.17,53.91,0.0,86.14,4,2
S-1415,2731.41,105.29,6.0,66.65,5,0
S-1416,211.64,17.17,0.0,48.03,2,1
S-1417,360.84,20.5,1.0,27.7,2,1
S-1418,3011732.21,98.65,3.0,49.84,7,0
S-1419,368.16,14.36,0.0,52.74,2,1
S-1420,2527.07,80.71,0.0,50.97,5,2
S-1421,792.25,30.0,2.0,84.7,6,2
S-1422,102.47,20.79,1.0,52.64,2,1
S-1423,1271.79,34.07,0.0,95.42,3,2
S-1424,1318.58,37.59,1.0,100.0,3,2
S-1425,191.65,9.22,0.0,58.9,1,1
S-1426,2680.9,81.88,2.0,61.06,5,0
S-1427,2902.23,105.9,5.0,73.37,5,0
S-1428,2926.38,64.39,6.0,48.74,3,0
S-1429,1315.86,38.37,1.0,100.0,3,2
S-1430,1584.54,49.18,1.0,87.62,4,2
S-1431,2232.92,81.46,3.0,46.84,5,0
S-1432,1164.61,62.24,1.0,87.07,5,2
S-1433,1612.23,102.72,5.0,61.08,6,0
S-1434,318.52,6.56,1.0,30.94,2,1
S-1435,2585957.83,87.14,6.0,67.25,4,0
S-1436,1613.02,49.24,2.0,85.53,5,2
S-1437,1925.67,74.8,0.0,98.33,5,2
S-1438,1364225.85,44.67,1.0,82.5,4,2
S-1439,3306.52,58.25,6.0,64.77,6,0
S-1440,2046.43,71.89,8.0,69.42,4,0
S-1442,178.6,16.12,1.0,29.14,0,1
S-1443,56.63,26.19,1.0,47.29,0,1
S-1444,2115.63,84.43,10.0,71.7,4,0
S-1445,2677201.38,100.95,7.0,64.23,6,0
S-1446,187.83,13.79,1.0,21.81,0,1
S-1447,1729.85,89.82,8.0,75.6,5,0
S-1448,238.19,10.55,1.0,42.28,0,1
S-1449,764.86,52.09,0.0,92.41,4,2
S-1450,2998.83,69.94,2.0,46.93,4,0
S-1451,1508756.23,51.87,0.0,86.81,5,2
S-1452,2947.2,90.03,3.0,79.96,7,0
S-1453,1462.62,41.02,1.0,83.08,4,2
S-1454,118.52,21.94,1.0,46.86,2,1
S-1456,187.64,19.32,0.0,47.18,0,1
S-1457,1234.72,44.24,1.0,90.56,4,2
S-1458,2871.86,90.33,4.0,65.44,5,0
S-1459,2522.58,56.65,7.0,89.06,6,0
S-1460,399.49,14.18,1.0,35.42,3,1
S-1461,2029.04,81.18,4.0,57.58,6,0
S-1462,2190.62,77.95,4.0,56.15,4,0
S-1463,2017.23,128.71,2.0,78.58,5,0
S-1464,1635.72,30.0,0.0,89.68,4,2
S-1465,207.64,14.52,0.0,37.91,0,1
S-1466,2875.07,76.95,7.0,74.28,5,0
S-1467,340.39,17.61,0.0,59.51,1,1
S-1468,1554.04,62.4,5.0,68.23,5,0
S-1469,2977.03,79.25,0.0,65.43,7,2
S-1470,1015.07,44.96,1.0,100.0,3,2
S-1471,2569.29,112.43,5.0,90.43,6,0
S-1472,2598.63,101.24,4.0,63.2,6,0
S-1473,298.92,19.62,0.0,57.14,1,1
S-1474,3150.48,122.56,6.0,71.82,3,0
S-1476,801821.61,59.93,1.0,87.59,3,2
S-1477,2189.02,105.83,2.0,34.28,7,0
S-1478,1100.05,32.96,0.0,90.71,5,2
S-1479,2651.93,131.16,7.0,66.79,5,0
S-1480,1770.09,113.77,0.0,57.98,4,0
S-1481,1107.44,52.92,2.0,80.74,5,2
S-1482,237.15,19.48,0.0,35.36,0,1
S-1483,3220.11,88.2,7.0,44.97,4,0
S-1484,969.57,44.72,2.0,81.63,5,2
S-1485,2304.06,109.99,7.0,78.15,5,0
S-1486,1705.23,112.52,9.0,75.19,4,0
S-1487,3104.62,82.42,3.0,69.64,5,0
S-1488,1681.72,30.0,0.0,91.55,3,2
S-1489,2655.39,116.48,4.0,86.14,4,0
S-1490,1102.43,49.54,1.0,98.81,5,2
S-1491,155.52,9.12,0.0,50.28,3,1
S-1493,2214.33,124.95,0.0,74.74,4,2
S-1494,947195.9,39.37,1.0,96.83,5,2
S-1495,282.84,19.2,0.0,32.91,1,1
S-1496,2718.64,79.4,4.0,60.34,4,0
S-1497,2469.47,103.55,4.0,80.55,4,0
S-1498,1241.8,51.27,2.0,89.44,4,2
S-1499,1317.03,30.0,0.0,91.74,6,2
S-1500,1298.39,45.73,0.0,86.21,3,2
